state_code,derived_race,derived_ethnicity,derived_sex,applicant_age,derived_loan_product_type,funnel_stage,leakage_category,denial_reason_label,is_approved_not_converted,income_band,loan_amount_band,property_value_band,ltv_band,rate_spread_band,dti_band,area_median_income_band,n_aplicaciones,total_loan_amount,total_income,n_con_income,total_rate_spread,n_con_rate_spread,total_origination_charges,n_con_origination_charges,total_interest_rate,n_con_interest_rate,total_loan_costs_sum,n_con_total_loan_costs,total_discount_points,n_con_discount_points,total_property_value,n_con_property_value
FL,Black or African American,Not Hispanic or Latino,Male,65-74,FHA:First Lien,Approved not accepted,Process-based leakage,Not applicable,True,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Normal (0 a 1.29),Medio (30%-50%),Bajo,1,115000.0,47.0,1,1.222,1,,0,6.75,1,,0,,0,145000.0,1
FL,Black or African American,Not Hispanic or Latino,Female,25-34,VA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Alto (50%+),Bajo,2,920000.0,263.0,2,0.518,2,1075.0,2,13.5,2,6020.0,2,1349.0,1,920000.0,2
FL,Race Not Available,Ethnicity Not Available,Sex Not Available,35-44,Conventional:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Medio (79.7%-94.3%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Bajo,2,2490000.0,786.0,2,,0,,0,,0,,0,,0,3040000.0,2
FL,White,Not Hispanic or Latino,Male,25-34,Conventional:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Alto ($146K+),Medio ($205K-$405K),Medio ($265K-$485K),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Medio,1,245000.0,150.0,1,,0,,0,,0,,0,,0,385000.0,1
NC,White,Hispanic or Latino,Male,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Elevado (>1.29) — mayor abandono,Medio (30%-50%),Medio,1,205000.0,90.0,1,1.66,1,5392.04,1,7.75,1,7078.19,1,980.37,1,195000.0,1
NC,White,Not Hispanic or Latino,Male,25-34,Conventional:First Lien,Denied,Risk-based leakage,Collateral,False,Bajo (<$76K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Bajo,3,705000.0,164.0,3,,0,,0,,0,,0,,0,695000.0,3
WA,Black or African American,Not Hispanic or Latino,Male,35-44,Conventional:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Alto (50%+),Alto,1,325000.0,52.0,1,,0,,0,,0,,0,,0,335000.0,1
WA,White,Not Hispanic or Latino,Male,35-44,Conventional:First Lien,Incomplete,Process-based leakage,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Medio,2,220000.0,132.0,2,,0,,0,,0,,0,,0,,0
WA,Joint,Not Hispanic or Latino,Joint,25-34,Conventional:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Bajo,1,25000.0,73.0,1,,0,,0,,0,,0,,0,,0
WA,White,Not Hispanic or Latino,Male,25-34,FHA:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Unknown (Withdrawn/Incomplete),Alto (50%+),Alto,1,325000.0,54.0,1,,0,,0,,0,,0,,0,345000.0,1
WA,Black or African American,Joint,Joint,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Bajo (<$265K),Medio (79.7%-94.3%),Elevado (>1.29) — mayor abandono,Medio (30%-50%),Medio,1,125000.0,120.0,1,4.004,1,1548.0,1,9.375,1,,0,,0,145000.0,1
FL,White,Ethnicity Not Available,Female,45-54,FHA:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Medio,1,435000.0,254.0,1,0.785,1,6845.38,1,6.25,1,17726.38,1,5400.38,1,445000.0,1
FL,Asian,Not Hispanic or Latino,Female,35-44,FHA:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Unknown,Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Unknown,Bajo,1,245000.0,,0,,0,,0,,0,,0,,0,235000.0,1
FL,White,Not Hispanic or Latino,Male,65-74,Conventional:First Lien,Denied,Risk-based leakage,Collateral,False,Medio ($76K-$146K),Bajo (<$205K),Alto ($485K+),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Bajo,1,155000.0,84.0,1,,0,,0,,0,,0,,0,575000.0,1
FL,White,Not Hispanic or Latino,Male,45-54,VA:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Mejor que el mercado (<0),Medio (30%-50%),Bajo,2,1430000.0,542.0,2,-0.6819999999999999,2,0.0,2,13.625,2,4863.58,2,,0,2230000.0,2
MD,Black or African American,Not Hispanic or Latino,Joint,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Mejor que el mercado (<0),Bajo (<30%),Alto,1,295000.0,135.0,1,-0.146,1,1295.0,1,5.99,1,4598.13,1,,0,335000.0,1
MD,White,Not Hispanic or Latino,Male,45-54,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Mejor que el mercado (<0),Bajo (<30%),Medio,1,125000.0,191.0,1,-0.007,1,1495.0,1,6.99,1,3996.84,1,,0,245000.0,1
IN,Black or African American,Ethnicity Not Available,Male,35-44,VA:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Bajo (<$76K),Bajo (<$205K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Alto (50%+),Bajo,1,195000.0,29.0,1,,0,,0,,0,,0,,0,,0
MI,White,Not Hispanic or Latino,Male,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Medio ($265K-$485K),Bajo (<79.7%),Mejor que el mercado (<0),Alto (50%+),Medio,1,195000.0,42.0,1,-0.554,1,484.5,1,5.875,1,2002.85,1,484.5,1,325000.0,1
GA,White,Not Hispanic or Latino,Male,25-34,FHA:First Lien,Denied,Risk-based leakage,Credit application incomplete,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Bajo,2,600000.0,200.0,2,,0,,0,,0,,0,,0,610000.0,2
GA,Asian,Not Hispanic or Latino,Female,45-54,Conventional:First Lien,Denied,Risk-based leakage,Other,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Medio,1,395000.0,96.0,1,,0,,0,,0,,0,,0,415000.0,1
GA,Race Not Available,Ethnicity Not Available,Male,25-34,Conventional:First Lien,Denied,Risk-based leakage,Unverifiable information,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Bajo,1,255000.0,64.0,1,,0,,0,,0,,0,,0,365000.0,1
NC,Black or African American,Not Hispanic or Latino,Female,55-64,FHA:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Alto (50%+),Bajo,1,15000.0,21.0,1,,0,,0,,0,,0,,0,135000.0,1
NC,Race Not Available,Ethnicity Not Available,Female,35-44,VA:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Bajo,5,1615000.0,565.0,5,,0,,0,,0,,0,,0,,0
AZ,White,Joint,Joint,45-54,FHA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Alto ($485K+),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Bajo,1,465000.0,139.0,1,0.826,1,6026.75,1,7.125,1,19212.75,1,3986.75,1,485000.0,1
CA,White,Not Hispanic or Latino,Male,45-54,FHA:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Bajo (<30%),Bajo,2,910000.0,426.0,2,1.66,2,12724.93,2,13.375,2,36591.62,2,9806.6,1,930000.0,2
CA,Black or African American,Not Hispanic or Latino,Male,35-44,Conventional:Subordinate Lien,Denied,Risk-based leakage,Collateral,False,Medio ($76K-$146K),Bajo (<$205K),Alto ($485K+),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Medio,1,15000.0,133.0,1,,0,,0,,0,,0,,0,485000.0,1
GA,American Indian or Alaska Native,Hispanic or Latino,Female,55-64,FHA:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Medio,1,355000.0,90.0,1,,0,,0,,0,,0,,0,,0
NY,Race Not Available,Not Hispanic or Latino,Male,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Elevado (>1.29) — mayor abandono,Bajo (<30%),Medio,1,205000.0,131.0,1,1.587,1,1546.25,1,8.125,1,4502.21,1,,0,215000.0,1
NY,White,Ethnicity Not Available,Male,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Medio ($265K-$485K),Bajo (<79.7%),Normal (0 a 1.29),Bajo (<30%),Medio,1,305000.0,221.0,1,0.11,1,974.0,1,6.125,1,3703.4,1,,0,405000.0,1
NY,Black or African American,Not Hispanic or Latino,Female,35-44,FHA:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Alto (94.3%+),Elevado (>1.29) — mayor abandono,Alto (50%+),Alto,1,505000.0,163.0,1,1.689,1,13401.25,1,6.75,1,26583.95,1,17111.25,1,515000.0,1
MD,Race Not Available,Ethnicity Not Available,Sex Not Available,65-74,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Normal (0 a 1.29),Bajo (<30%),Medio,1,285000.0,185.0,1,1.048,1,2023.39,1,7.0,1,5094.46,1,724.39,1,305000.0,1
MD,Asian,Not Hispanic or Latino,Female,25-34,FHA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Alto (50%+),Medio,1,345000.0,85.0,1,1.044,1,1399.0,1,7.624,1,10552.46,1,,0,355000.0,1
MD,Black or African American,Not Hispanic or Latino,Female,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Medio ($265K-$485K),Bajo (<79.7%),Normal (0 a 1.29),Bajo (<30%),Alto,2,350000.0,196.0,2,0.8109999999999999,2,5109.0,2,14.24,2,9521.52,2,2125.0,1,740000.0,2
MD,Asian,Not Hispanic or Latino,Male,25-34,VA:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Alto,3,1035000.0,346.0,3,,0,,0,,0,,0,,0,,0
OH,White,Not Hispanic or Latino,Joint,45-54,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Alto (94.3%+),Normal (0 a 1.29),Bajo (<30%),Medio,3,2715000.0,1154.0,3,1.3279999999999998,3,4379.75,3,20.375,3,18478.5,3,,0,2855000.0,3
IN,Race Not Available,Ethnicity Not Available,Sex Not Available,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Mejor que el mercado (<0),Medio (30%-50%),Medio,1,165000.0,120.0,1,-0.199,1,500.0,1,5.99,1,1473.2,1,,0,215000.0,1
IN,White,Not Hispanic or Latino,Joint,45-54,Conventional:First Lien,Approved not accepted,Process-based leakage,Not applicable,True,Alto ($146K+),Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Elevado (>1.29) — mayor abandono,Bajo (<30%),Bajo,1,605000.0,456.0,1,6.36,1,,0,6.25,1,,0,,0,905000.0,1
IN,White,Ethnicity Not Available,Joint,65-74,Conventional:First Lien,Approved not accepted,Process-based leakage,Not applicable,True,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Elevado (>1.29) — mayor abandono,Bajo (<30%),Bajo,1,25000.0,34.0,1,7.405,1,,0,7.0,1,,0,,0,55000.0,1
IN,White,Not Hispanic or Latino,Male,45-54,FHA:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Normal (0 a 1.29),Bajo (<30%),Bajo,3,415000.0,195.0,3,2.4059999999999997,3,7797.06,3,20.49,3,18615.66,3,4910.0599999999995,3,415000.0,3
FL,Black or African American,Ethnicity Not Available,Male,35-44,VA:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Alto ($146K+),Alto ($405K+),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Bajo,1,675000.0,156.0,1,,0,,0,,0,,0,,0,,0
FL,Race Not Available,Ethnicity Not Available,Female,35-44,FSA/RHS:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Bajo,1,195000.0,62.0,1,0.1053,1,2558.47,1,5.75,1,7358.65,1,2558.47,1,195000.0,1
FL,Race Not Available,Joint,Joint,25-34,VA:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Bajo,2,1300000.0,192.0,2,,0,,0,,0,,0,,0,,0
WA,White,Not Hispanic or Latino,Female,45-54,Conventional:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Alto (50%+),Medio,3,445000.0,123.0,3,,0,,0,,0,,0,,0,455000.0,3
WA,White,Hispanic or Latino,Joint,<25,Conventional:First Lien,Incomplete,Process-based leakage,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Bajo,1,75000.0,61.0,1,,0,,0,,0,,0,,0,,0
WA,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Male,<25,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Elevado (>1.29) — mayor abandono,Medio (30%-50%),Medio,1,55000.0,30.0,1,3.32,1,775.0,1,9.375,1,,0,,0,55000.0,1
FL,Race Not Available,Ethnicity Not Available,Sex Not Available,45-54,Conventional:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Cero (revisar dato),Medio ($205K-$405K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Bajo,1,315000.0,,0,,0,,0,,0,,0,,0,,0
FL,Asian,Not Hispanic or Latino,Joint,25-34,Conventional:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Bajo (<$76K),Alto ($405K+),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Alto (50%+),Bajo,1,725000.0,70.0,1,,0,,0,,0,,0,,0,,0
FL,White,Not Hispanic or Latino,Female,<25,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Mejor que el mercado (<0),Bajo (<30%),Bajo,1,215000.0,89.0,1,-1.491,1,0.0,1,6.125,1,3263.5,1,,0,225000.0,1
FL,White,Not Hispanic or Latino,Female,55-64,Conventional:First Lien,Denied,Risk-based leakage,Credit application incomplete,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Medio,1,355000.0,96.0,1,,0,,0,,0,,0,,0,445000.0,1
MD,Black or African American,Not Hispanic or Latino,Female,55-64,Conventional:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Bajo (<$76K),Bajo (<$205K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Alto (50%+),Alto,1,55000.0,32.0,1,,0,,0,,0,,0,,0,,0
MD,Race Not Available,Ethnicity Not Available,Sex Not Available,35-44,Conventional:Subordinate Lien,Approved not accepted,Process-based leakage,Not applicable,True,Medio ($76K-$146K),Bajo (<$205K),Medio ($265K-$485K),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Alto,1,15000.0,127.0,1,,0,,0,,0,,0,,0,345000.0,1
IN,Race Not Available,Ethnicity Not Available,Sex Not Available,<25,FHA:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Alto (50%+),Medio,1,325000.0,37.0,1,,0,,0,,0,,0,,0,335000.0,1
MI,White,Not Hispanic or Latino,Male,45-54,FHA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Normal (0 a 1.29),Medio (30%-50%),Bajo,2,250000.0,155.0,2,1.962,2,7875.27,2,12.98,2,16291.759999999998,2,5425.22,2,340000.0,2
MI,White,Not Hispanic or Latino,Joint,65-74,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Bajo (<$205K),Alto ($485K+),Bajo (<79.7%),Normal (0 a 1.29),Medio (30%-50%),Bajo,1,175000.0,151.0,1,0.15,1,4327.0,1,7.15,1,7740.74,1,,0,625000.0,1
MI,Race Not Available,Ethnicity Not Available,Female,45-54,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Mejor que el mercado (<0),Medio (30%-50%),Bajo,1,185000.0,52.0,1,-0.379,1,4137.99,1,5.99,1,6281.24,1,3087.99,1,195000.0,1
MI,White,Not Hispanic or Latino,Joint,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Unknown,Alto ($405K+),Medio ($265K-$485K),Medio (79.7%-94.3%),Mejor que el mercado (<0),Bajo (<30%),Medio,1,425000.0,,0,-0.273,1,2650.0,1,6.375,1,4358.35,1,2650.0,1,455000.0,1
MI,White,Not Hispanic or Latino,Joint,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Unknown,Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Bajo,5,1665000.0,,0,2.409,5,1353.5700000000002,5,34.74,5,10925.88,5,243.57,1,1735000.0,5
MI,Asian,Not Hispanic or Latino,Male,25-34,FHA:First Lien,Originated,Originated,Not applicable,False,Unknown,Alto ($405K+),Medio ($265K-$485K),Alto (94.3%+),Mejor que el mercado (<0),Alto (50%+),Medio,1,435000.0,,0,-0.193,1,0.0,1,5.99,1,8729.44,1,,0,445000.0,1
GA,Black or African American,Not Hispanic or Latino,Female,45-54,FHA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Normal (0 a 1.29),Alto (50%+),Bajo,4,750000.0,309.0,4,3.236,4,12420.3,4,26.115,4,32029.12,4,7150.45,2,760000.0,4
GA,Black or African American,Not Hispanic or Latino,Female,45-54,Conventional:First Lien,Preapproval denied,Process-based leakage,Debt-to-income ratio,False,Bajo (<$76K),Medio ($205K-$405K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Alto (50%+),Sin dato de área,1,295000.0,54.0,1,,0,,0,,0,,0,,0,,0
GA,Asian,Not Hispanic or Latino,Male,25-34,FHA:First Lien,Denied,Risk-based leakage,Credit application incomplete,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Bajo,1,235000.0,64.0,1,,0,,0,,0,,0,,0,285000.0,1
NC,Joint,Hispanic or Latino,Joint,<25,FHA:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Mejor que el mercado (<0),Medio (30%-50%),Medio,1,335000.0,149.0,1,-0.039,1,4723.59,1,6.25,1,13079.79,1,3328.59,1,335000.0,1
NC,Race Not Available,Ethnicity Not Available,Joint,35-44,VA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Alto ($485K+),Alto (94.3%+),Mejor que el mercado (<0),Medio (30%-50%),Bajo,1,555000.0,139.0,1,-0.624,1,2764.2,1,5.875,1,23156.71,1,,0,535000.0,1
MD,Race Not Available,Ethnicity Not Available,Sex Not Available,35-44,Conventional:First Lien,Denied,Risk-based leakage,Credit application incomplete,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Alto,1,805000.0,342.0,1,,0,,0,,0,,0,,0,1735000.0,1
AZ,White,Not Hispanic or Latino,Male,45-54,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Alto ($485K+),Bajo (<79.7%),Normal (0 a 1.29),Medio (30%-50%),Bajo,1,175000.0,119.0,1,0.176,1,4156.25,1,6.75,1,7458.25,1,,0,535000.0,1
AZ,White,Not Hispanic or Latino,Joint,25-34,Conventional:First Lien,Denied,Risk-based leakage,Other,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Bajo,1,625000.0,292.0,1,,0,,0,,0,,0,,0,655000.0,1
AZ,White,Not Hispanic or Latino,Male,45-54,FHA:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Alto (50%+),Bajo,1,295000.0,86.0,1,,0,,0,,0,,0,,0,305000.0,1
GA,White,Not Hispanic or Latino,Joint,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Bajo (<$205K),Medio ($265K-$485K),Bajo (<79.7%),Mejor que el mercado (<0),Bajo (<30%),Bajo,1,155000.0,184.0,1,-0.234,1,5289.91,1,5.999,1,8633.96,1,696.22,1,345000.0,1
FL,Black or African American,Not Hispanic or Latino,Joint,65-74,Conventional:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Alto (50%+),Bajo,1,505000.0,162.0,1,,0,,0,,0,,0,,0,885000.0,1
FL,Asian,Not Hispanic or Latino,Female,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Normal (0 a 1.29),Bajo (<30%),Bajo,2,580000.0,495.0,2,0.518,2,6397.6,2,10.875,2,12852.2,2,3995.1,1,660000.0,2
NC,Race Not Available,Ethnicity Not Available,Sex Not Available,65-74,Conventional:First Lien,Denied,Risk-based leakage,Credit application incomplete,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Bajo,2,200000.0,75.0,2,,0,,0,,0,,0,,0,300000.0,2
NC,White,Ethnicity Not Available,Joint,25-34,Conventional:First Lien,Denied,Risk-based leakage,Credit history,False,Medio ($76K-$146K),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Medio,1,75000.0,115.0,1,,0,,0,,0,,0,,0,75000.0,1
NC,Black or African American,Not Hispanic or Latino,Female,65-74,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Alto ($485K+),Bajo (<79.7%),Mejor que el mercado (<0),Bajo (<30%),Medio,2,450000.0,242.0,2,-1.61,2,3729.19,2,12.375,2,7609.87,2,809.19,1,1090000.0,2
WA,White,Not Hispanic or Latino,Female,>74,FHA:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Medio,1,315000.0,74.0,1,0.63,1,5868.76,1,6.75,1,13310.77,1,4219.76,1,325000.0,1
